model,version,table,field,type,length,precision,scale,default
pedsnet,v4.5,location,address_1,string,,,,
pedsnet,v4.5,location,address_2,string,,,,
pedsnet,v4.5,location,city,string,,,,
pedsnet,v4.5,location,county,string,,,,
pedsnet,v4.5,location,location_id,biginteger,,,,
pedsnet,v4.5,location,location_source_value,string,,,,
pedsnet,v4.5,location,state,string,,,,
pedsnet,v4.5,location,zip,string,,,,
pedsnet,v4.5,location,country_concept_id,integer,,,,
pedsnet,v4.5,location,country_source_value,string,,,,
pedsnet,v4.5,location,longitude,float,,,,
pedsnet,v4.5,location,latitude,float,,,,
pedsnet,v4.5,location,census_block_group,string,12,,,
